               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  89,            0.016479,           0.0097751,          0.00024338,              0.9609,             0.99838,             0.97577,             0.82192,            0.014446,           0.0032925,           0.0001039,            0.001288,            0.001288,            0.001288
                  90,            0.015934,           0.0096704,          0.00021328,             0.96004,             0.99876,             0.97923,             0.82379,            0.014108,           0.0032057,          9.5678e-05,            0.001189,            0.001189,            0.001189
                  91,             0.01512,            0.010094,           0.0005141,             0.95408,             0.99742,             0.97923,             0.81825,            0.014489,           0.0031823,          9.5859e-05,             0.00109,             0.00109,             0.00109
                  92,            0.015186,           0.0083499,          0.00016502,              0.9585,                   1,             0.97923,             0.81372,            0.014199,           0.0031211,          9.4773e-05,            0.000991,            0.000991,            0.000991
                  93,            0.015335,           0.0092162,          0.00020105,             0.95766,                   1,             0.97923,             0.83667,             0.01421,           0.0031024,          8.9289e-05,            0.000892,            0.000892,            0.000892
                  94,            0.015353,           0.0093207,          0.00023942,             0.95899,                   1,             0.97923,             0.82981,            0.013913,           0.0031634,          8.3009e-05,            0.000793,            0.000793,            0.000793
                  95,             0.01481,           0.0093407,          0.00027371,             0.95892,                   1,             0.97923,             0.81241,             0.01397,           0.0031869,          8.1548e-05,            0.000694,            0.000694,            0.000694
                  96,            0.014923,            0.010107,          0.00026777,             0.95679,             0.99787,             0.97923,             0.81046,            0.014317,           0.0032409,          8.0803e-05,            0.000595,            0.000595,            0.000595
                  97,            0.014907,           0.0094863,           0.0002575,             0.95497,             0.99498,             0.97923,             0.81905,            0.014257,           0.0032387,          8.1219e-05,            0.000496,            0.000496,            0.000496
                  98,            0.015671,           0.0096902,          0.00023645,             0.95439,             0.99352,             0.97923,             0.81179,            0.014249,           0.0032693,          7.8152e-05,            0.000397,            0.000397,            0.000397
                  99,            0.015371,           0.0094387,          0.00022184,             0.95529,             0.99912,             0.97923,             0.81816,            0.014291,           0.0032732,          7.7586e-05,            0.000298,            0.000298,            0.000298
